benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
arc-agi-2,arc-agi-2/arc-agi-2-edb79dae_0,arc-agi-2-edb79dae_0,0.9805458293668899,0.9800866240648578,0.3506464504395686,0.8893811723859473,hard,0.1936788513449402,0.2,0.3577708763999664,0.6781020184074219
lawbench,lawbench/lawbench-3-3-15-zero-shot,lawbench-3-3-15-zero-shot,0.9804903460416785,0.9802225397379741,0.2696561699838056,0.8056249760294321,medium,0.4111667938007506,0.3748888666666666,0.2750968877494779,0.2831629989356077
lawbench,lawbench/lawbench-3-4-3-zero-shot,lawbench-3-4-3-zero-shot,0.9800250045039529,0.9797508762763363,0.3954988692549085,0.8071300571201745,medium,0.6067574264946306,0.5561463333333333,0.4036728915804093,0.2279832817335604
lawbench,lawbench/lawbench-2-10-5-one-shot,lawbench-2-10-5-one-shot,0.9795087908534807,0.9792276531595668,0.3773788171254324,0.8089648198506314,medium,0.6069483969080862,0.539959,0.3853841503635906,0.2559481169764531
arc-agi-2,arc-agi-2/arc-agi-2-b10624e5_0,arc-agi-2-b10624e5_0,0.979265243555466,0.9787761384087116,0.3360781482974517,0.8882056040283142,hard,0.1857188446374517,0.19,0.3433656942677879,0.6609357086959871
lawbench,lawbench/lawbench-3-2-13-zero-shot,lawbench-3-2-13-zero-shot,0.979049551378477,0.9787621810168541,0.16662270255594008,0.8119962597719078,hard,0.2709722749445396,0.2381768,0.1702381904282741,0.2099185454753559
lawbench,lawbench/lawbench-2-9-12-zero-shot,lawbench-2-9-12-zero-shot,0.9790229180354565,0.9787351863051864,0.38292033654539326,0.811036246051306,medium,0.6492967564283294,0.6166740714285714,0.3912399818698172,0.2129963381732033
lawbench,lawbench/lawbench-3-5-15-one-shot,lawbench-3-5-15-one-shot,0.9776675570195639,0.9773614486189135,0.407998142260911,0.8115370716141587,medium,0.666890413784729,0.5893615333333333,0.417448573235054,0.1963095966262409
lawbench,lawbench/lawbench-3-5-17-one-shot,lawbench-3-5-17-one-shot,0.9775467867728418,0.9772390421688466,0.37543012684718224,0.8108222436706244,medium,0.612148546043604,0.5637477500000001,0.3841743019332989,0.1641620304684459
lawbench,lawbench/lawbench-3-2-10-one-shot,lawbench-3-2-10-one-shot,0.977342133636841,0.9770316168495172,0.17967913632837867,0.8024552568616335,hard,0.2763472091870197,0.2532756666666666,0.1839030930316894,0.2943717095041289
lawbench,lawbench/lawbench-3-3-7-zero-shot,lawbench-3-3-7-zero-shot,0.9772318332612502,0.976919822616613,0.25633796374166096,0.8102363506014155,medium,0.4154980785985709,0.3679628666666666,0.2623940653134433,0.1704237400348752
lawbench,lawbench/lawbench-3-6-6-zero-shot,lawbench-3-6-6-zero-shot,0.9769281008214089,0.9766119774542983,0.3190560979223982,0.8071292494775237,medium,0.5165002816669202,0.474375,0.3266968922028491,0.2081811949888678
arc-agi-2,arc-agi-2/arc-agi-2-b5ca7ac4_0,arc-agi-2-b5ca7ac4_0,0.9767646070191727,0.9762172322361934,0.31238951431558176,0.885910038077338,hard,0.1624548345116241,0.16,0.3199999999999999,0.6758629535431446
lawbench,lawbench/lawbench-2-9-16-zero-shot,lawbench-2-9-16-zero-shot,0.9767374234175263,0.9764187188287611,0.3877265477597084,0.8092274385707052,medium,0.6318285434209359,0.5561370666666667,0.3970904492949461,0.177946930327065
lawbench,lawbench/lawbench-3-5-22-one-shot,lawbench-3-5-22-one-shot,0.9762704822455095,0.9759454587926374,0.3996891896533658,0.8103178517424396,medium,0.6637331883692567,0.6034780625,0.4095404984494007,0.1674478757776958
lawbench,lawbench/lawbench-3-5-21-one-shot,lawbench-3-5-21-one-shot,0.9760290557527671,0.9757007664142255,0.4092982115154561,0.8110828358978525,medium,0.6752368305554963,0.5918045333333333,0.4194915342945339,0.1849938414623095
lawbench,lawbench/lawbench-2-8-17-zero-shot,lawbench-2-8-17-zero-shot,0.9759631708216977,0.9756339903709905,0.3132307666256522,0.804935833768817,medium,0.4882770594804818,0.4406666666666666,0.3210535607790216,0.2582454558312139
lawbench,lawbench/lawbench-2-7-2-one-shot,lawbench-2-7-2-one-shot,0.9753044521746554,0.9749663657449024,0.1848134991926171,0.8066608763561384,medium,0.3012068148493473,0.278091125,0.1895588460135384,0.2017753218279494
lawbench,lawbench/lawbench-3-3-13-zero-shot,lawbench-3-3-13-zero-shot,0.9744882293299683,0.9741391159530157,0.2917613353153018,0.8100327642615546,medium,0.4818809481056673,0.4189999333333333,0.2995068471610105,0.185061190581992
lawbench,lawbench/lawbench-3-3-0-zero-shot,lawbench-3-3-0-zero-shot,0.9741703052035292,0.9738168993083894,0.2986631709635679,0.8097185883113778,medium,0.4962259462011015,0.4334074,0.3066933539309908,0.1780725695651742
lawbench,lawbench/lawbench-2-3-12-one-shot,lawbench-2-3-12-one-shot,0.9741143873643693,0.9737602266308083,0.3152478773110599,0.806812566854245,medium,0.5075588009629957,0.4520782666666667,0.3237428154175197,0.2355284339385706
lawbench,lawbench/lawbench-2-3-11-zero-shot,lawbench-2-3-11-zero-shot,0.9740349990354814,0.9736797667098401,0.3726518934024123,0.8084723743731546,medium,0.6115445185208715,0.5359542666666666,0.3827253129246382,0.2028236713352424
arc-agi-2,arc-agi-2/arc-agi-2-28a6681f_0,arc-agi-2-28a6681f_0,0.9738213374260241,0.9732055764456098,0.22594304186661388,0.8832081382352325,hard,0.1159691860940103,0.11,0.232163735324878,0.6519077805050277
lawbench,lawbench/lawbench-2-3-13-one-shot,lawbench-2-3-13-one-shot,0.9734719088403185,0.9731090784216908,0.34416494450337215,0.8039407501016895,medium,0.5419995964089229,0.4922994,0.3536756075296118,0.2472901725545999
arc-agi-2,arc-agi-2/arc-agi-2-97d7923e_0,arc-agi-2-97d7923e_0,0.9729518283427232,0.9723159054054917,0.32306650008544197,0.882409935291014,hard,0.1627098620877458,0.16,0.3322649545167229,0.6794013880610572
arc-agi-2,arc-agi-2/arc-agi-2-58f5dbd5_0,arc-agi-2-58f5dbd5_0,0.9723302627866769,0.9716799385741736,0.35020941050073673,0.8818393426814725,hard,0.2011348806898334,0.21,0.360416425818802,0.6686471516580216
lawbench,lawbench/lawbench-2-3-10-zero-shot,lawbench-2-3-10-zero-shot,0.9720337819523658,0.9716515664284736,0.37306036933692494,0.8041383812671359,medium,0.5980698380175009,0.5308650666666667,0.3839445972471317,0.2522334992348488
lawbench,lawbench/lawbench-2-6-24-one-shot,lawbench-2-6-24-one-shot,0.9719654969740109,0.9715823617360874,0.3822907450466378,0.8089097207128161,medium,0.6362562830680667,0.5823905625,0.3934722984920553,0.1682054525255282
lawbench,lawbench/lawbench-3-8-8-one-shot,lawbench-3-8-8-one-shot,0.9715394897348717,0.9711506181962959,0.0964573889399917,0.7986634379880744,hard,0.148703492332406,0.1397999999999999,0.0993227900314172,0.2591574165807371
arc-agi-2,arc-agi-2/arc-agi-2-71e489b6_0,arc-agi-2-71e489b6_0,0.9713995100161422,0.9707276386763531,0.25443077133712166,0.8809849184827511,hard,0.1238442115250867,0.1157894736842105,0.2621031494313417,0.6571623327268605
lawbench,lawbench/lawbench-3-1-0-one-shot,lawbench-3-1-0-one-shot,0.9711998646980186,0.9708064218566617,0.35248310148963646,0.8078133547061862,medium,0.5828353568437298,0.5093207333333333,0.3630827872105693,0.1407050892884895
lawbench,lawbench/lawbench-3-3-8-zero-shot,lawbench-3-3-8-zero-shot,0.9711586182725285,0.9707646203714585,0.24192147277149126,0.8012860158216153,medium,0.3888871486207023,0.3427685333333333,0.2492071380587821,0.2749293810826633
lawbench,lawbench/lawbench-3-3-15-one-shot,lawbench-3-3-15-one-shot,0.9709427342656757,0.9705458315716557,0.266705094450595,0.8055806938547719,medium,0.4327144653580203,0.3958331875,0.274799072619482,0.2049007232008303
lawbench,lawbench/lawbench-2-5-2-one-shot,lawbench-2-5-2-one-shot,0.9702704955273646,0.9698645518531113,0.33767483434941,0.8045267649033697,medium,0.5492934932620049,0.503657375,0.3481670030152332,0.2168088576501828
arc-agi-2,arc-agi-2/arc-agi-2-136b0064_0,arc-agi-2-136b0064_0,0.9702268154989039,0.9695278264458621,0.38403278311902034,0.8799083935397619,hard,0.2094939839131865,0.231578947368421,0.3961028994153006,0.6731474011662614
lawbench,lawbench/lawbench-3-3-2-zero-shot,lawbench-3-3-2-zero-shot,0.9698550018187848,0.9694434733394663,0.25373083862619206,0.8078544108068328,medium,0.4241747208475815,0.38720825,0.2617283478655636,0.1553803700071159
lawbench,lawbench/lawbench-3-3-21-zero-shot,lawbench-3-3-21-zero-shot,0.9693505462431231,0.968932240470409,0.2738444856125265,0.8003799096255149,medium,0.4285714070434458,0.409177,0.2826250115070762,0.2416477316455183
lawbench,lawbench/lawbench-3-5-2-zero-shot,lawbench-3-5-2-zero-shot,0.9690084608386682,0.9685855612416066,0.39167315109558587,0.8064209279733898,medium,0.6592340848201738,0.5943515,0.4043764090324756,0.1316373281010596
arc-agi-2,arc-agi-2/arc-agi-2-36a08778_1,arc-agi-2-36a08778_1,0.9688849558230676,0.9681549788401533,0.27108339407524296,0.8786765762251982,hard,0.1547053405735751,0.16,0.28,0.668116251771277
lawbench,lawbench/lawbench-3-7-11-zero-shot,lawbench-3-7-11-zero-shot,0.9685224720471066,0.9680930490094142,0.43674795541921646,0.8068067590445694,easy,0.7386754511345921,0.6653125,0.4511425382778152,0.1573643877379961
lawbench,lawbench/lawbench-2-7-0-zero-shot,lawbench-2-7-0-zero-shot,0.9682031656258184,0.9677694583473888,0.17025785371242325,0.8024367797706724,hard,0.2706155574618885,0.2442726666666667,0.1759281120559064,0.1813661242177309
lawbench,lawbench/lawbench-2-10-1-one-shot,lawbench-2-10-1-one-shot,0.968153540053539,0.9677191670616959,0.372121615107525,0.8054028026743186,medium,0.6136485096187303,0.5383144666666666,0.3845347160348233,0.1326858772113126
lawbench,lawbench/lawbench-2-5-19-one-shot,lawbench-2-5-19-one-shot,0.9679216847165126,0.9674842019104475,0.3680910467486233,0.8050998458950858,medium,0.6170224403130633,0.5623876875,0.3804620747519913,0.1657807580699824
lawbench,lawbench/lawbench-3-2-19-zero-shot,lawbench-3-2-19-zero-shot,0.9676216730697361,0.9671801674150288,0.15769174569303895,0.798175527369216,hard,0.2484483509333764,0.2203735999999999,0.1630427825195174,0.2683299387848357
arc-agi-2,arc-agi-2/arc-agi-2-c7f57c3e_0,arc-agi-2-c7f57c3e_0,0.9676195499804687,0.9668603913155435,0.26015552421531785,0.8775149429673152,hard,0.1467087552190208,0.1399999999999999,0.2690724809414742,0.6497757633763629
labbench,labbench/labbench-figqa-0132,labbench-figqa-0132,0.967554733302327,0.9670286441268838,0.3975347405676006,0.6896738637886558,medium,0.325877757373051,0.3846153846153846,0.4110888989503811,0.5594147548071974
lawbench,lawbench/lawbench-3-7-21-one-shot,lawbench-3-7-21-one-shot,0.9674702639786495,0.9670267285664546,0.4015340328962127,0.8066062220606005,medium,0.6835353028802555,0.615625,0.4152253717862144,0.1464356287524027
lawbench,lawbench/lawbench-2-7-17-zero-shot,lawbench-2-7-17-zero-shot,0.9672392495415814,0.9667926178244476,0.13240345010200924,0.8007188161948169,hard,0.2096184373950642,0.1895918666666666,0.1369512423460099,0.1858622419355353
arc-agi-2,arc-agi-2/arc-agi-2-7b5033c1_0,arc-agi-2-7b5033c1_0,0.9670442464179025,0.9662718336617313,0.3132569234048839,0.876986818527584,hard,0.1698798627953497,0.1699999999999999,0.3241913015489466,0.6549064538416933
lawbench,lawbench/lawbench-1-2-20-one-shot,lawbench-1-2-20-one-shot,0.9663870503083665,0.9659290030229848,0.3897688102704397,0.7856933929080735,medium,0.5650018335135776,0.5429999999999999,0.403517038054157,0.3675446288012163
lawbench,lawbench/lawbench-2-5-1-one-shot,lawbench-2-5-1-one-shot,0.9660887685084995,0.9656267280386125,0.38718599870309034,0.7967459905471722,medium,0.6150131956210514,0.5597811333333332,0.4009686014900863,0.2685145190880071
swebench-multilingual,swebench-multilingual/swebench-multilingual-valkey-io__valkey-1499,swebench-multilingual-valkey-io__valkey-1499,0.9660214540667765,0.9656366730989415,0.4303007779221235,0.6650448986665226,easy,0.836201173753952,0.7000000000000001,0.4456135417280634,0.4053221588389397
lawbench,lawbench/lawbench-2-7-22-zero-shot,lawbench-2-7-22-zero-shot,0.9660187290380582,0.9655557511119459,0.11403008912200455,0.8006310241917052,hard,0.1815654486498998,0.1705991875,0.1180978819614363,0.1787823709345912
arc-agi-2,arc-agi-2/arc-agi-2-d35bdbdc_0,arc-agi-2-d35bdbdc_0,0.9659254145308845,0.9651272490116078,0.19779222807015942,0.8759597390830388,hard,0.1080029176282054,0.1,0.2049390153191919,0.6477551204613065
arc-agi-2,arc-agi-2/arc-agi-2-16de56c4_1,arc-agi-2-16de56c4_1,0.9659028046764216,0.965104119051964,0.33695819414059225,0.8759389834029117,hard,0.1855199253626855,0.19,0.3491418050019217,0.6634104870921059
swebench-multilingual,swebench-multilingual/swebench-multilingual-briannesbitt__carbon-2981,swebench-multilingual-briannesbitt__carbon-2981,0.9655972772692988,0.9652077783090796,0.4293230785837557,0.6647097385134408,easy,0.830601945355735,0.6904762142857143,0.4447986104462137,0.4055418653481925
swebench-multilingual,swebench-multilingual/swebench-multilingual-briannesbitt__carbon-2752,swebench-multilingual-briannesbitt__carbon-2752,0.9655972772692988,0.9652077783090796,0.4293230785837557,0.6647097385134408,easy,0.830601945355735,0.6904762142857143,0.4447986104462137,0.4055418653481925
lawbench,lawbench/lawbench-3-4-1-one-shot,lawbench-3-4-1-one-shot,0.9653408626287481,0.9648688152585477,0.41335476097334806,0.8049494289570874,medium,0.6979860041315707,0.631892,0.4284051411305949,0.135380847552177
lawbench,lawbench/lawbench-3-4-9-one-shot,lawbench-3-4-9-one-shot,0.9651533215080021,0.9646787660979612,0.38766598180289197,0.8051514146288549,medium,0.6560322676664759,0.5926649374999999,0.4018601791879031,0.1309625322452864
lawbench,lawbench/lawbench-3-5-12-one-shot,lawbench-3-5-12-one-shot,0.9648868277645625,0.964408709314542,0.3922373896315451,0.8013384285868911,medium,0.6545676707554104,0.5876663125,0.4067128239751481,0.1240641732899626
lawbench,lawbench/lawbench-2-2-14-one-shot,lawbench-2-2-14-one-shot,0.9648681839303533,0.9643898162485465,0.1467864451086342,0.8001950780250606,hard,0.238286430486392,0.212,0.1522065482603601,0.1815855554063943
arc-agi-2,arc-agi-2/arc-agi-2-a6f40cea_0,arc-agi-2-a6f40cea_0,0.9634753977173675,0.9626209466139363,0.2591317193173884,0.8737106416653205,hard,0.1242114895842854,0.1263157894736842,0.2691939337377773,0.6673778785701269
lawbench,lawbench/lawbench-2-4-16-zero-shot,lawbench-2-4-16-zero-shot,0.9632504400237835,0.9627504649673332,0.2818274557633139,0.8027007174236721,medium,0.4776540425943764,0.43234375,0.2927315706597727,0.1618203773508292
arc-agi-2,arc-agi-2/arc-agi-2-581f7754_1,arc-agi-2-581f7754_1,0.9631430107150023,0.9622809349021182,0.3359725025306623,0.8734055128414782,hard,0.1860166249034514,0.19,0.3491418050019217,0.6684267354240429
lawbench,lawbench/lawbench-3-6-15-zero-shot,lawbench-3-6-15-zero-shot,0.9631353007770118,0.9626337892751795,0.3567335332324283,0.7989173131086784,medium,0.5690654738416094,0.525625,0.3705807309143312,0.2085449822049397
labbench,labbench/labbench-figqa-0062,labbench-figqa-0062,0.9629520187005068,0.9623527375002673,0.41030002120700504,0.6797290915452177,hard,0.2045848013482891,0.3230769230769231,0.4263509680169545,0.5480374132615141
lawbench,lawbench/lawbench-2-6-16-one-shot,lawbench-2-6-16-one-shot,0.9629484484413601,0.9624444439365764,0.38057027408679595,0.7982642105349456,medium,0.6155137217361286,0.5709286874999999,0.3954205112662845,0.1495083698785849
lawbench,lawbench/lawbench-2-1-24-one-shot,lawbench-2-1-24-one-shot,0.9627955324488086,0.9622894880904949,0.29667217622500847,0.7891405841668689,medium,0.4494124981511857,0.4146048666666667,0.3082982614864739,0.3209566084408862
arc-agi-2,arc-agi-2/arc-agi-2-b0039139_1,arc-agi-2-b0039139_1,0.9618744358297142,0.9609832848895681,0.28033712412654344,0.8722409704257115,hard,0.1393585586307269,0.1299999999999999,0.2917190429162964,0.6736286814988552
arc-agi-2,arc-agi-2/arc-agi-2-d59b0160_0,arc-agi-2-d59b0160_0,0.9617005549403117,0.9608054218250337,0.2888814533648667,0.8720813490479364,hard,0.1628891639927182,0.16,0.3006659275674582,0.6773740554070514
lawbench,lawbench/lawbench-3-6-22-one-shot,lawbench-3-6-22-one-shot,0.9613280407287869,0.9608024372792674,0.3387263336901912,0.7895243343245127,medium,0.5089128180758904,0.4935416875,0.352545248167118,0.2659753892056815
mmau,mmau/mmau-a6f1c137-3ac4-41a3-8875-620d3dcba65c,mmau-a6f1c137-3ac4-41a3-8875-620d3dcba65c,0.9610586502566267,0.9594422500440363,0.21367793471954538,0.511733095526413,easy,0.9321117776364124,0.9200000000000002,0.2227105745132008,0.4373048702038818
arc-agi-2,arc-agi-2/arc-agi-2-36a08778_0,arc-agi-2-36a08778_0,0.9609449894584273,0.9600325612331675,0.37379678680265827,0.8713877454918922,hard,0.2088151205183489,0.22,0.3893584466786357,0.6454533792589491
lawbench,lawbench/lawbench-2-2-12-one-shot,lawbench-2-2-12-one-shot,0.9601301090107598,0.9595885618015549,0.23551638994006988,0.7898006295936421,medium,0.3632641115636771,0.3313333333333333,0.2454347616419121,0.284966260643733
lawbench,lawbench/lawbench-3-7-10-one-shot,lawbench-3-7-10-one-shot,0.9598628226347795,0.959317720770795,0.3767385804527972,0.7896884557154226,medium,0.596894003796337,0.55546875,0.3927151269029976,0.2008102395954324
labbench,labbench/labbench-figqa-0067,labbench-figqa-0067,0.9593535702126778,0.9586973157480504,0.421321124003129,0.6765061832332575,hard,0.2122777841927822,0.3384615384615385,0.4394725186795599,0.5306757256923169
swebench-multilingual,swebench-multilingual/swebench-multilingual-redis__redis-11510,swebench-multilingual-redis__redis-11510,0.9591659445869292,0.9587051700127157,0.4215396579782594,0.6602052173073283,easy,0.8250709747610029,0.7,0.4396968652757639,0.4080638214123144
labbench,labbench/labbench-figqa-0160,labbench-figqa-0160,0.9591329662132148,0.9584732260925825,0.37594412946940825,0.669700034260484,medium,0.3337171701467741,0.4,0.3922322702763681,0.5447651222133401
swebench-multilingual,swebench-multilingual/swebench-multilingual-fmtlib__fmt-2317,swebench-multilingual-fmtlib__fmt-2317,0.9586938762475373,0.9582278890312727,0.42880575128218534,0.6598782730183699,easy,0.8241890972666959,0.6785714285714286,0.4474987173622024,0.405138816508323
lawbench,lawbench/lawbench-2-7-18-one-shot,lawbench-2-7-18-one-shot,0.957624665158124,0.9570498375606876,0.16107688879392434,0.789350048238359,hard,0.2520857242050539,0.2296534666666666,0.1683056435226763,0.2784271018691936
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-52684,swebench-multilingual-laravel__framework-52684,0.9573143878604744,0.9568331831031551,0.4231275540419456,0.65907738337829,easy,0.844302290077496,0.7333333333333333,0.4422166387140533,0.3997532363401648
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-52451,swebench-multilingual-laravel__framework-52451,0.9573143878604744,0.9568331831031551,0.4231275540419456,0.65907738337829,easy,0.844302290077496,0.7333333333333333,0.4422166387140533,0.3997532363401648
swebench-multilingual,swebench-multilingual/swebench-multilingual-gohugoio__hugo-12768,swebench-multilingual-gohugoio__hugo-12768,0.957314270391164,0.9568330643389553,0.4143208704492227,0.6590773025331742,easy,0.844302352953968,0.75,0.4330127018922193,0.3997531623363896
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2235,swebench-multilingual-jqlang__jq-2235,0.957314270391164,0.9568330643389553,0.4143208704492227,0.6590773025331742,easy,0.844302352953968,0.75,0.4330127018922193,0.3997531623363896
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2598,swebench-multilingual-jqlang__jq-2598,0.957314270391164,0.9568330643389553,0.4143208704492227,0.6590773025331742,easy,0.844302352953968,0.75,0.4330127018922193,0.3997531623363896
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-53914,swebench-multilingual-laravel__framework-53914,0.9570757211561077,0.9565918858575622,0.4142164371033564,0.6589135209307478,easy,0.8445954975334367,0.75,0.4330127018922193,0.3989159145187615
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-52866,swebench-multilingual-laravel__framework-52866,0.9570757211561077,0.9565918858575622,0.4142164371033564,0.6589135209307478,easy,0.8445954975334367,0.75,0.4330127018922193,0.3989159145187615
swebench-multilingual,swebench-multilingual/swebench-multilingual-jordansissel__fpm-1850,swebench-multilingual-jordansissel__fpm-1850,0.9570757211561077,0.9565918858575622,0.4142164371033564,0.6589135209307478,easy,0.8445954975334367,0.75,0.4330127018922193,0.3989159145187615
swebench-multilingual,swebench-multilingual/swebench-multilingual-redis__redis-10095,swebench-multilingual-redis__redis-10095,0.9570755655610723,0.9565917285478045,0.4142163689862332,0.6589134136968449,easy,0.844595499577143,0.75,0.4330127018922193,0.3989157971389621
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2658,swebench-multilingual-jqlang__jq-2658,0.9570447797817232,0.9565606035017901,0.44148950930851844,0.6588906849999211,easy,0.84389393859449,0.6923076923076923,0.4615384615384615,0.3985138647443099
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2919,swebench-multilingual-jqlang__jq-2919,0.9570447564818458,0.9565605799451472,0.4321300217940354,0.6588906691379844,easy,0.843894045789663,0.7142857142857143,0.4517539514526256,0.3985137910149516
swebench-multilingual,swebench-multilingual/swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,0.9570447116816311,0.9565605346512308,0.44148947753133727,0.6588906381382927,easy,0.8438939787548517,0.6923076923076923,0.4615384615384615,0.398513740929841
swebench-multilingual,swebench-multilingual/swebench-multilingual-hashicorp__terraform-34580,swebench-multilingual-hashicorp__terraform-34580,0.9570446162784528,0.9565604381967049,0.42300694170618874,0.6588905726456991,easy,0.8438941206753154,0.7333333333333333,0.4422166387140533,0.3985137028510287
swebench-multilingual,swebench-multilingual/swebench-multilingual-google__gson-1014,swebench-multilingual-google__gson-1014,0.9570446162784528,0.9565604381967049,0.42300694170618874,0.6588905726456991,easy,0.8438941206753154,0.7333333333333333,0.4422166387140533,0.3985137028510287
swebench-multilingual,swebench-multilingual/swebench-multilingual-google__gson-2024,swebench-multilingual-google__gson-2024,0.9570446162784528,0.9565604381967049,0.42300694170618874,0.6588905726456991,easy,0.8438941206753154,0.7333333333333333,0.4422166387140533,0.3985137028510287
swebench-multilingual,swebench-multilingual/swebench-multilingual-javaparser__javaparser-4561,swebench-multilingual-javaparser__javaparser-4561,0.9570446162784528,0.9565604381967049,0.42300694170618874,0.6588905726456991,easy,0.8438941206753154,0.7333333333333333,0.4422166387140533,0.3985137028510287
swebench-multilingual,swebench-multilingual/swebench-multilingual-javaparser__javaparser-4538,swebench-multilingual-javaparser__javaparser-4538,0.9570446162784528,0.9565604381967049,0.42300694170618874,0.6588905726456991,easy,0.8438941206753154,0.7333333333333333,0.4422166387140533,0.3985137028510287
swebench-multilingual,swebench-multilingual/swebench-multilingual-gohugoio__hugo-12562,swebench-multilingual-gohugoio__hugo-12562,0.9570446162784528,0.9565604381967049,0.42300694170618874,0.6588905726456991,easy,0.8438941206753154,0.7333333333333333,0.4422166387140533,0.3985137028510287
swebench-multilingual,swebench-multilingual/swebench-multilingual-tokio-rs__tokio-7139,swebench-multilingual-tokio-rs__tokio-7139,0.9570445714781871,0.9565603929027375,0.43212993729688776,0.658890541645972,easy,0.8438940536405046,0.7142857142857143,0.4517539514526256,0.3985136527658969
swebench-multilingual,swebench-multilingual/swebench-multilingual-rubocop__rubocop-13375,swebench-multilingual-rubocop__rubocop-13375,0.9570445714781871,0.9565603929027375,0.43212993729688776,0.658890541645972,easy,0.8438940536405046,0.7142857142857143,0.4517539514526256,0.3985136527658969
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-53696,swebench-multilingual-laravel__framework-53696,0.9568041234748048,0.9563172954871763,0.4228994199544532,0.6587254809137737,easy,0.8442013430607425,0.7333333333333333,0.4422166387140533,0.397675906421466
swebench-multilingual,swebench-multilingual/swebench-multilingual-php-cs-fixer__php-cs-fixer-8256,swebench-multilingual-php-cs-fixer__php-cs-fixer-8256,0.956804079310245,0.9563172508360455,0.43202009690749527,0.658725450353923,easy,0.8442012772464692,0.7142857142857143,0.4517539514526256,0.3976758571248413
