benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
lawbench,lawbench/lawbench-3-3-15-zero-shot,lawbench-3-3-15-zero-shot,0.9777458348645919,0.977441500219905,0.26889111466767646,0.8035426434973442,medium,0.4292306153846154,0.3748888666666666,0.2750968877494779,0.3535154086544754
lawbench,lawbench/lawbench-3-1-23-zero-shot,lawbench-3-1-23-zero-shot,0.9770395520921793,0.9767256731831906,0.4115174064594488,0.8096551355996346,easy,0.7026532692307692,0.5909264666666666,0.4213234255615459,0.2886569422868192
lawbench,lawbench/lawbench-1-2-5-one-shot,lawbench-1-2-5-one-shot,0.9765086044393955,0.9761875552698868,0.36930780656398404,0.799184525343372,medium,0.5707692307692308,0.52,0.3783164460254581,0.3713302068860327
arc-agi-2,arc-agi-2/arc-agi-2-135a2760_0,arc-agi-2-135a2760_0,0.9763446511186077,0.9757635569178635,0.3140685660318977,0.8492169875048226,hard,0.1384615384615384,0.18,0.3218695387886216,0.6367409867122799
lawbench,lawbench/lawbench-3-5-22-one-shot,lawbench-3-5-22-one-shot,0.9750730389651383,0.9747326229071231,0.399192484240275,0.8068961025843918,easy,0.7033941923076923,0.6034780625,0.4095404984494007,0.2848193002721377
lawbench,lawbench/lawbench-3-2-13-zero-shot,lawbench-3-2-13-zero-shot,0.974851824711,0.9745084268871679,0.1658985511503755,0.8080526799236508,hard,0.2860687692307692,0.2381768,0.1702381904282741,0.3013632412058858
lawbench,lawbench/lawbench-3-4-3-zero-shot,lawbench-3-4-3-zero-shot,0.9746106679054442,0.9742640202950485,0.39328397423525685,0.8029394680587888,medium,0.6335091923076923,0.5561463333333333,0.4036728915804093,0.3092576211073078
lawbench,lawbench/lawbench-2-9-16-zero-shot,lawbench-2-9-16-zero-shot,0.9738686910253642,0.9735120498113891,0.3865723372536484,0.8048042880455669,medium,0.666381153846154,0.5561370666666667,0.3970904492949461,0.287523461006926
lawbench,lawbench/lawbench-3-5-17-one-shot,lawbench-3-5-17-one-shot,0.973770863366218,0.9734129051020058,0.3739602233104276,0.806205422072075,medium,0.6481011153846155,0.5637477500000001,0.3841743019332989,0.2716730095412973
lawbench,lawbench/lawbench-3-3-7-zero-shot,lawbench-3-3-7-zero-shot,0.9737007305785511,0.9733418282022518,0.25539911924160796,0.8059458322807084,medium,0.4372223076923077,0.3679628666666666,0.2623940653134433,0.2740560308200296
lawbench,lawbench/lawbench-3-5-15-one-shot,lawbench-3-5-15-one-shot,0.9729464754815504,0.9725774238761384,0.40600105795771835,0.8070812865532984,easy,0.7047326923076924,0.5893615333333333,0.417448573235054,0.2907668541011159
lawbench,lawbench/lawbench-3-2-10-one-shot,lawbench-3-2-10-one-shot,0.9719455578250163,0.9715630503005772,0.17867345002557897,0.7973496328311864,hard,0.2855379615384615,0.2532756666666666,0.1839030930316894,0.3720235036440021
lawbench,lawbench/lawbench-2-8-17-zero-shot,lawbench-2-8-17-zero-shot,0.971847747452154,0.9714639257639712,0.31189195253489005,0.8021754521734021,medium,0.5080769230769231,0.4406666666666666,0.3210535607790216,0.3289180762872656
lawbench,lawbench/lawbench-3-3-21-zero-shot,lawbench-3-3-21-zero-shot,0.9717967013598015,0.9714121938784938,0.27454538247302346,0.7999806253070174,medium,0.4523781538461539,0.409177,0.2826250115070762,0.3553572849363188
lawbench,lawbench/lawbench-3-3-8-zero-shot,lawbench-3-3-8-zero-shot,0.9717193831397476,0.971333836975014,0.24206332561219887,0.8018324517277674,medium,0.4071741538461537,0.3427685333333333,0.2492071380587821,0.3427149850962037
arc-agi-2,arc-agi-2/arc-agi-2-446ef5d2_1,arc-agi-2-446ef5d2_1,0.9715762270069274,0.9708797431789955,0.3000316882111159,0.8450169336282402,hard,0.1153846153846153,0.15,0.3090307428072488,0.6598883042223568
lawbench,lawbench/lawbench-3-8-8-one-shot,lawbench-3-8-8-one-shot,0.9714816686057404,0.9710929295415394,0.09645165914184813,0.7961207334060247,hard,0.1571046153846153,0.1397999999999999,0.0993227900314172,0.3653171127040483
lawbench,lawbench/lawbench-2-5-19-one-shot,lawbench-2-5-19-one-shot,0.9710881964796574,0.9706941741856773,0.3693123194603536,0.8046999847017179,medium,0.6537664615384615,0.5623876875,0.3804620747519913,0.2921049000136453
lawbench,lawbench/lawbench-3-5-21-one-shot,lawbench-3-5-21-one-shot,0.9710128905231694,0.9706178573298968,0.4071659741849914,0.8062906025465605,easy,0.7143908461538462,0.5918045333333333,0.4194915342945339,0.2818561021014693
lawbench,lawbench/lawbench-3-1-0-one-shot,lawbench-3-1-0-one-shot,0.9708092016143748,0.9704114345233176,0.352339688387733,0.8049065464565213,medium,0.618198,0.5093207333333333,0.3630827872105693,0.2617987368510526
lawbench,lawbench/lawbench-2-3-12-one-shot,lawbench-2-3-12-one-shot,0.970443220095981,0.9700405422980868,0.31404365623272024,0.8040505604690612,medium,0.532268576923077,0.4520782666666667,0.3237428154175197,0.314971222589988
arc-agi-2,arc-agi-2/arc-agi-2-cb2d8a2c_1,arc-agi-2-cb2d8a2c_1,0.970263053327784,0.969534895284397,0.3575468027988521,0.843860283113827,hard,0.1538461538461538,0.2,0.3687817782917155,0.6608799866332461
lawbench,lawbench/lawbench-2-3-13-one-shot,lawbench-2-3-13-one-shot,0.970198986064985,0.969793032208233,0.3429921398442312,0.8020018199185848,medium,0.5661519615384615,0.4922994,0.3536756075296118,0.3148493895255036
lawbench,lawbench/lawbench-2-6-24-one-shot,lawbench-2-6-24-one-shot,0.9695228806714997,0.9691078621929505,0.3813170980237822,0.8050164351442921,medium,0.6740664999999999,0.5823905625,0.3934722984920553,0.2843704896891328
lawbench,lawbench/lawbench-2-3-10-zero-shot,lawbench-2-3-10-zero-shot,0.9694859101894725,0.9690703962294188,0.37206934298442257,0.8023565098809428,medium,0.6272428076923077,0.5308650666666667,0.3839445972471317,0.3269006661484855
arc-agi-2,arc-agi-2/arc-agi-2-edb79dae_0,arc-agi-2-edb79dae_0,0.9694800860287907,0.9687330636738127,0.34658447718820445,0.8431706412610147,hard,0.1538461538461538,0.2,0.3577708763999664,0.6543766423372255
lawbench,lawbench/lawbench-3-3-15-one-shot,lawbench-3-3-15-one-shot,0.9694134232375876,0.9689969378572814,0.26627945989429874,0.8021501937138286,medium,0.4583331153846153,0.3958331875,0.274799072619482,0.3185736238151868
lawbench,lawbench/lawbench-2-5-2-one-shot,lawbench-2-5-2-one-shot,0.9692929953871456,0.9688748962795164,0.3373302689343341,0.8010675596434228,medium,0.5817043461538461,0.503657375,0.3481670030152332,0.3327235905726926
arc-agi-2,arc-agi-2/arc-agi-2-b10624e5_0,arc-agi-2-b10624e5_0,0.9691948775439206,0.9684409874823076,0.33252941202424463,0.8429194280772762,hard,0.1461538461538461,0.19,0.3433656942677879,0.6411392191954914
lawbench,lawbench/lawbench-3-3-13-zero-shot,lawbench-3-3-13-zero-shot,0.969135244465123,0.9687150318123519,0.2901367849755955,0.8050288932708338,medium,0.5096793076923078,0.4189999333333333,0.2995068471610105,0.2810197036764107
lawbench,lawbench/lawbench-3-3-0-zero-shot,lawbench-3-3-0-zero-shot,0.9686794668718914,0.9682531496881839,0.29695680593211476,0.8043378792984415,medium,0.5250427307692308,0.4334074,0.3066933539309908,0.2761489191492112
lawbench,lawbench/lawbench-2-3-11-zero-shot,lawbench-2-3-11-zero-shot,0.9685885558233901,0.9681610213583899,0.37053972986082706,0.8034788565281584,medium,0.6442711538461539,0.5359542666666666,0.3827253129246382,0.2937174307454367
lawbench,lawbench/lawbench-3-3-2-zero-shot,lawbench-3-3-2-zero-shot,0.9677509996372955,0.9673122559423291,0.253173038617897,0.8041387665598527,medium,0.449500076923077,0.38720825,0.2617283478655636,0.2729845886299154
lawbench,lawbench/lawbench-2-10-1-one-shot,lawbench-2-10-1-one-shot,0.9673045882806429,0.9668598741902314,0.37179118716720566,0.8023860844801928,medium,0.6507021153846154,0.5383144666666666,0.3845347160348233,0.2514749728018844
lawbench,lawbench/lawbench-3-5-2-zero-shot,lawbench-3-5-2-zero-shot,0.9662058554742179,0.9657464586834017,0.3905250849982241,0.8020799046490702,medium,0.6990672692307692,0.5943515,0.4043764090324756,0.2467236472777752
lawbench,lawbench/lawbench-3-7-21-one-shot,lawbench-3-7-21-one-shot,0.9661531288051732,0.9656930278400425,0.4009802465162367,0.8030714305762313,easy,0.7249999999999999,0.615625,0.4152253717862144,0.2678206569247222
lawbench,lawbench/lawbench-3-7-11-zero-shot,lawbench-3-7-11-zero-shot,0.9659521763569225,0.9654893919945919,0.4355733349847447,0.8023191116132824,easy,0.7834615384615385,0.6653125,0.4511425382778152,0.2756189232290102
lawbench,lawbench/lawbench-3-2-19-zero-shot,lawbench-3-2-19-zero-shot,0.9657601343662457,0.965294786123832,0.157384347881212,0.7969973591609211,hard,0.260297,0.2203735999999999,0.1630427825195174,0.3343372120619229
swebench-multilingual,swebench-multilingual/swebench-multilingual-valkey-io__valkey-1499,swebench-multilingual-valkey-io__valkey-1499,0.9648012824868129,0.9643999626053642,0.42974968297898825,0.6593196587802642,easy,0.8384615384615385,0.7000000000000001,0.4456135417280634,0.4011235240191281
lawbench,lawbench/lawbench-2-5-1-one-shot,lawbench-2-5-1-one-shot,0.9647697793220733,0.9642912174819057,0.3866505009028924,0.7960776715449009,medium,0.6435363461538461,0.5597811333333332,0.4009686014900863,0.3316183581549054
mmau,mmau/mmau-a6f1c137-3ac4-41a3-8875-620d3dcba65c,mmau-a6f1c137-3ac4-41a3-8875-620d3dcba65c,0.9646225931251295,0.9631731876295604,0.21450885397269034,0.5190758110316613,easy,0.9384615384615386,0.9200000000000002,0.2227105745132008,0.5048656012568371
swebench-multilingual,swebench-multilingual/swebench-multilingual-briannesbitt__carbon-2752,swebench-multilingual-briannesbitt__carbon-2752,0.9641019990637391,0.963692854433029,0.4286492425487566,0.6587988567495708,easy,0.8333333461538461,0.6904762142857143,0.4447986104462137,0.4027709989156663
swebench-multilingual,swebench-multilingual/swebench-multilingual-briannesbitt__carbon-2981,swebench-multilingual-briannesbitt__carbon-2981,0.9641019990637391,0.9636928544330291,0.42864924254875664,0.6587988567495708,easy,0.8333333461538461,0.6904762142857143,0.4447986104462137,0.4027709989156663
lawbench,lawbench/lawbench-2-1-24-one-shot,lawbench-2-1-24-one-shot,0.96396393850003,0.9634746351110288,0.29703755499104495,0.7913848842512791,medium,0.4646189615384614,0.4146048666666667,0.3082982614864739,0.3684286036176407
arc-agi-2,arc-agi-2/arc-agi-2-b5ca7ac4_0,arc-agi-2-b5ca7ac4_0,0.963097789863735,0.9621975854501974,0.30790322734406306,0.8375490801075346,hard,0.123076923076923,0.16,0.3199999999999999,0.6448555698856462
lawbench,lawbench/lawbench-2-7-0-zero-shot,lawbench-2-7-0-zero-shot,0.962659544258563,0.9621528732064447,0.1692697384923757,0.7970319598773825,hard,0.2843318461538461,0.2442726666666667,0.1759281120559064,0.2837648272760381
lawbench,lawbench/lawbench-1-2-20-one-shot,lawbench-1-2-20-one-shot,0.962294951420435,0.9617834302025361,0.38809600100489444,0.7833918057266539,medium,0.5798076923076925,0.5429999999999999,0.403517038054157,0.4124742221729887
lawbench,lawbench/lawbench-3-4-1-one-shot,lawbench-3-4-1-one-shot,0.9621092828673389,0.9615952924276217,0.41195236696297094,0.800423632788594,easy,0.7400175769230769,0.631892,0.4284051411305949,0.2502670622765388
labbench,labbench/labbench-figqa-0132,labbench-figqa-0132,0.9616243051703146,0.960991955370304,0.39505312483335203,0.6686279110933999,hard,0.2923076923076923,0.3846153846153846,0.4110888989503811,0.4950355065184679
lawbench,lawbench/lawbench-3-4-9-one-shot,lawbench-3-4-9-one-shot,0.9613831981321648,0.9608595560983179,0.38613119338807905,0.8002751517934893,medium,0.6956680384615385,0.5926649374999999,0.4018601791879031,0.2453994892363991
lawbench,lawbench/lawbench-2-7-17-zero-shot,lawbench-2-7-17-zero-shot,0.9604807766522745,0.9599451494036693,0.13146568079485857,0.7945133432880644,hard,0.2197738076923077,0.1895918666666666,0.1369512423460099,0.2825918792280376
lawbench,lawbench/lawbench-3-5-12-one-shot,lawbench-3-5-12-one-shot,0.95976803978956,0.959222954677613,0.39012827671871747,0.7955093716854066,medium,0.6942713846153844,0.5876663125,0.4067128239751481,0.2355269992970293
lawbench,lawbench/lawbench-3-6-15-zero-shot,lawbench-3-6-15-zero-shot,0.9596624450136733,0.9591159592912972,0.35542989322576884,0.7943806867541681,medium,0.6023076923076922,0.525625,0.3705807309143312,0.3162558328193464
arc-agi-2,arc-agi-2/arc-agi-2-58f5dbd5_0,arc-agi-2-58f5dbd5_0,0.9596062715661134,0.9586227107615067,0.3455033711213935,0.8344737318126626,hard,0.1615384615384615,0.21,0.360416425818802,0.6549412170806671
lawbench,lawbench/lawbench-2-2-12-one-shot,lawbench-2-2-12-one-shot,0.9594234702784414,0.9588738153728033,0.23534096632069482,0.7906580898245037,medium,0.3773076923076922,0.3313333333333333,0.2454347616419121,0.335215954020201
lawbench,lawbench/lawbench-2-4-16-zero-shot,lawbench-2-4-16-zero-shot,0.9591475952950429,0.9585942828519431,0.2806108100447277,0.7971459173251931,medium,0.5064423076923077,0.43234375,0.2927315706597727,0.2792754380358106
arc-agi-2,arc-agi-2/arc-agi-2-28a6681f_0,arc-agi-2-28a6681f_0,0.9586381187292045,0.9576314998532255,0.22232730607069018,0.833620977531468,hard,0.0846153846153846,0.11,0.232163735324878,0.6254911703799754
lawbench,lawbench/lawbench-2-7-22-zero-shot,lawbench-2-7-22-zero-shot,0.9586130783185031,0.9580526823289371,0.11314399259052024,0.7936917885357941,hard,0.1919702692307691,0.1705991875,0.1180978819614363,0.2828836686698808
lawbench,lawbench/lawbench-2-6-16-one-shot,lawbench-2-6-16-one-shot,0.9581120649884424,0.9575450331088587,0.37863294655239627,0.79290201407105,medium,0.6514003461538462,0.5709286874999999,0.3954205112662845,0.2616393672467351
kumo,kumo/kumo-herbenv-t4-a6-v1-s1,kumo-herbenv-t4-a6-v1-s1,0.9573248325376293,0.9562396725441711,0.30081046700608366,0.5213897235413769,easy,0.9134615384615384,0.875,0.3145764348029479,0.7336315170013596
arc-agi-2,arc-agi-2/arc-agi-2-97d7923e_0,arc-agi-2-97d7923e_0,0.9569978817098086,0.9559522530936759,0.317629431894329,0.8321762478491909,hard,0.123076923076923,0.16,0.3322649545167229,0.6541209639175506
lawbench,lawbench/lawbench-2-2-14-one-shot,lawbench-2-2-14-one-shot,0.9567817444107448,0.9561971096963829,0.14553946152341934,0.7928362108938415,hard,0.2492307692307692,0.212,0.1522065482603601,0.2745034279003717
swebench-multilingual,swebench-multilingual/swebench-multilingual-fmtlib__fmt-3729,swebench-multilingual-fmtlib__fmt-3729,0.9567007297356305,0.956209121093625,0.4413272866585961,0.6538110531723106,easy,0.8461538461538461,0.6923076923076923,0.4615384615384615,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-fmtlib__fmt-3248,swebench-multilingual-fmtlib__fmt-3248,0.9567007297356305,0.956209121093625,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-52451,swebench-multilingual-laravel__framework-52451,0.9567007297356305,0.9562091210936253,0.42285158343774215,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-tokio-rs__tokio-7139,swebench-multilingual-tokio-rs__tokio-7139,0.9567007297356305,0.956209121093625,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-52866,swebench-multilingual-laravel__framework-52866,0.9567007297356305,0.9562091210936253,0.414050695098735,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2658,swebench-multilingual-jqlang__jq-2658,0.9567007297356305,0.9562091210936253,0.4413272866585963,0.6538110531723106,easy,0.8461538461538461,0.6923076923076923,0.4615384615384615,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-jordansissel__fpm-1850,swebench-multilingual-jordansissel__fpm-1850,0.9567007297356305,0.9562091210936253,0.414050695098735,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2235,swebench-multilingual-jqlang__jq-2235,0.9567007297356305,0.9562091210936253,0.414050695098735,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2598,swebench-multilingual-jqlang__jq-2598,0.9567007297356305,0.9562091210936253,0.414050695098735,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-javaparser__javaparser-4538,swebench-multilingual-javaparser__javaparser-4538,0.9567007297356305,0.9562091210936253,0.42285158343774215,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-53914,swebench-multilingual-laravel__framework-53914,0.9567007297356305,0.9562091210936253,0.414050695098735,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-fluent__fluentd-3917,swebench-multilingual-fluent__fluentd-3917,0.9567007297356305,0.956209121093625,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-jqlang__jq-2919,swebench-multilingual-jqlang__jq-2919,0.9567007297356305,0.9562091210936251,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-briannesbitt__carbon-3103,swebench-multilingual-briannesbitt__carbon-3103,0.9567007297356305,0.9562091210936251,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-caddyserver__caddy-6115,swebench-multilingual-caddyserver__caddy-6115,0.9567007297356305,0.9562091210936251,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-caddyserver__caddy-6288,swebench-multilingual-caddyserver__caddy-6288,0.9567007297356305,0.9562091210936251,0.44132728665859616,0.6538110531723106,easy,0.8461538461538461,0.6923076923076923,0.4615384615384615,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-fastlane__fastlane-20958,swebench-multilingual-fastlane__fastlane-20958,0.9567007297356305,0.956209121093625,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-google__gson-2024,swebench-multilingual-google__gson-2024,0.9567007297356305,0.9562091210936251,0.42285158343774204,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-hashicorp__terraform-34580,swebench-multilingual-hashicorp__terraform-34580,0.9567007297356305,0.9562091210936253,0.42285158343774215,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-gohugoio__hugo-12768,swebench-multilingual-gohugoio__hugo-12768,0.9567007297356305,0.9562091210936251,0.41405069509873493,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-52684,swebench-multilingual-laravel__framework-52684,0.9567007297356305,0.9562091210936253,0.42285158343774215,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-laravel__framework-53696,swebench-multilingual-laravel__framework-53696,0.9567007297356305,0.9562091210936253,0.42285158343774215,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,0.9567007297356305,0.9562091210936253,0.4413272866585963,0.6538110531723106,easy,0.8461538461538461,0.6923076923076923,0.4615384615384615,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-php-cs-fixer__php-cs-fixer-8256,swebench-multilingual-php-cs-fixer__php-cs-fixer-8256,0.9567007297356305,0.9562091210936251,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-javaparser__javaparser-4561,swebench-multilingual-javaparser__javaparser-4561,0.9567007297356305,0.9562091210936253,0.42285158343774215,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-gohugoio__hugo-12562,swebench-multilingual-gohugoio__hugo-12562,0.9567007297356305,0.9562091210936251,0.42285158343774204,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-google__gson-1014,swebench-multilingual-google__gson-1014,0.9567007297356305,0.9562091210936251,0.42285158343774204,0.6538110531723106,easy,0.8461538461538461,0.7333333333333333,0.4422166387140533,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-redis__redis-10095,swebench-multilingual-redis__redis-10095,0.9567007297356305,0.9562091210936253,0.414050695098735,0.6538110531723106,easy,0.8461538461538461,0.75,0.4330127018922193,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-rubocop__rubocop-13375,swebench-multilingual-rubocop__rubocop-13375,0.9567007297356305,0.956209121093625,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-gin-gonic__gin-1805,swebench-multilingual-gin-gonic__gin-1805,0.9567007297356305,0.9562091210936251,0.4319712488690873,0.6538110531723106,easy,0.8461538461538461,0.7142857142857143,0.4517539514526256,0.394846504084251
swebench-multilingual,swebench-multilingual/swebench-multilingual-redis__redis-11510,swebench-multilingual-redis__redis-11510,0.956563695570378,0.956070566205305,0.4203812309428973,0.6535675973725302,easy,0.8269230769230769,0.7,0.4396968652757639,0.4020076749218615
swebench-multilingual,swebench-multilingual/swebench-multilingual-fmtlib__fmt-2317,swebench-multilingual-fmtlib__fmt-2317,0.956563695570378,0.9560705662053048,0.42784035208462856,0.6535675973725302,easy,0.8269230769230769,0.6785714285714286,0.4474987173622024,0.4020076749218612
labbench,labbench/labbench-figqa-0062,labbench-figqa-0062,0.9564920847761992,0.9557770889441899,0.40749648707978214,0.6569615661875167,hard,0.1615384615384615,0.3230769230769231,0.4263509680169545,0.4829368968788446
lawbench,lawbench/lawbench-3-4-13-zero-shot,lawbench-3-4-13-zero-shot,0.9563395678892348,0.9557490878101675,0.36684510051440555,0.7850976629577836,medium,0.5865341538461538,0.5102250666666667,0.3838299248131419,0.28876856059322
lawbench,lawbench/lawbench-3-4-19-zero-shot,lawbench-3-4-19-zero-shot,0.9542606725545354,0.9536427474123967,0.3733417458101171,0.7933164753414226,medium,0.6491711153846154,0.5392804666666666,0.3914901537532145,0.2200461676737436
arc-agi-2,arc-agi-2/arc-agi-2-36a08778_1,arc-agi-2-36a08778_1,0.9536992019194437,0.9525753304993253,0.26672109253981113,0.8292707527596942,hard,0.123076923076923,0.16,0.28,0.6554711590567488
mmau,mmau/mmau-24d64f05-1113-4081-847f-60023addbae7,mmau-24d64f05-1113-4081-847f-60023addbae7,0.9536149105665159,0.951725824963346,0.20937968149193611,0.5101040284209509,saturated,0.953846153846154,0.94,0.22,0.4842075676517037
mmau,mmau/mmau-0be58acd-2201-4d00-8357-0b0c1ab3b335,mmau-0be58acd-2201-4d00-8357-0b0c1ab3b335,0.953603361079426,0.9517138169678778,0.21088569463079176,0.5112874745726673,easy,0.9461538461538462,0.93,0.2215851980616034,0.5301502945431233
lawbench,lawbench/lawbench-3-2-7-zero-shot,lawbench-3-2-7-zero-shot,0.9535648614271601,0.952937763969672,0.15442699180496836,0.7778098123152499,hard,0.2428887692307692,0.2202755,0.162053596408719,0.4033299620958561
arc-agi-2,arc-agi-2/arc-agi-2-136b0064_0,arc-agi-2-136b0064_0,0.9534536200743968,0.952323934793253,0.37721827175419514,0.8290544429357046,hard,0.1692307692307692,0.231578947368421,0.3961028994153006,0.6452824919105457
lawbench,lawbench/lawbench-3-6-22-one-shot,lawbench-3-6-22-one-shot,0.9533659494850739,0.9527362311869979,0.3358826310616249,0.7820621763287803,medium,0.5364102692307693,0.4935416875,0.352545248167118,0.3511473413403134
