column,observed_count,missing_count,missing_fraction,mean,std,median,q25,q75,min,max,transform,center,scale,negative_count,gt_one_count
aime/aime_77,19,7,0.2692307692307692,0.8350876842105264,0.276459230048017,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_78,19,7,0.2692307692307692,0.8701754210526316,0.3047182377740763,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3047182377740763,0,0
aime/aime_79,20,6,0.23076923076923078,0.8949999999999999,0.20365411854416302,1.0,0.95,1.0,0.4,1.0,identity,1.0,0.050000000000000044,0,0
aime/aime_80,20,6,0.23076923076923078,0.89,0.24062418831031926,1.0,0.95,1.0,0.2,1.0,identity,1.0,0.050000000000000044,0,0
aime/aime_81,19,7,0.2692307692307692,0.4131578947368421,0.35087938595805923,0.25,0.2,0.7,0.0,1.0,identity,0.25,0.49999999999999994,0,0
aime/aime_82,20,6,0.23076923076923078,0.8008333499999999,0.24292630564067677,0.9,0.65000025,1.0,0.2,1.0,identity,0.9,0.34999975000000005,0,0
aime/aime_83,20,6,0.23076923076923078,0.85666665,0.22732750652357822,1.0,0.8,1.0,0.333333,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_84,19,7,0.2692307692307692,0.8956140526315789,0.18447347473523656,1.0,0.875,1.0,0.4,1.0,identity,1.0,0.125,0,0
aime/aime_85,20,6,0.23076923076923078,0.77333335,0.30360792845745566,0.9,0.6,1.0,0.0,1.0,identity,0.9,0.4,0,0
aime/aime_86,19,7,0.2692307692307692,0.8938596315789474,0.21919651247302713,1.0,0.9,1.0,0.25,1.0,identity,1.0,0.09999999999999998,0,0
aime/aime_87,19,7,0.2692307692307692,0.891228052631579,0.2077003781686935,1.0,0.9,1.0,0.333333,1.0,identity,1.0,0.09999999999999998,0,0
aime/aime_88,19,7,0.2692307692307692,0.7157894736842106,0.3437611745854301,1.0,0.5,1.0,0.0,1.0,identity,1.0,0.5,0,0
aime/aime_89,19,7,0.2692307692307692,0.6596491052631578,0.37581553352071895,0.8,0.3666665,1.0,0.0,1.0,identity,0.8,0.6333335,0,0
aime/aime_i-1,20,6,0.23076923076923078,0.96,0.10198039027185568,1.0,1.0,1.0,0.6,1.0,identity,1.0,0.10198039027185568,0,0
aime/aime_i-10,19,7,0.2692307692307692,0.6771929999999999,0.3442175003317402,0.666667,0.6,1.0,0.0,1.0,identity,0.666667,0.4,0,0
aime/aime_i-11,19,7,0.2692307692307692,0.682456157894737,0.3216129700324294,0.8,0.45,1.0,0.0,1.0,identity,0.8,0.55,0,0
aime/aime_i-12,20,6,0.23076923076923078,0.73,0.36482872693909396,1.0,0.55,1.0,0.0,1.0,identity,1.0,0.44999999999999996,0,0
aime/aime_i-13,19,7,0.2692307692307692,0.6,0.38933141071383015,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aime/aime_i-14,19,7,0.2692307692307692,0.32894736842105265,0.3907872585441383,0.0,0.0,0.675,0.0,1.0,identity,0.0,0.675,0,0
aime/aime_i-15,20,6,0.23076923076923078,0.8099999999999999,0.3254228019054596,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_i-2,19,7,0.2692307692307692,0.7842105263157895,0.2938190597786275,1.0,0.6,1.0,0.2,1.0,identity,1.0,0.4,0,0
aime/aime_i-3,18,8,0.3076923076923077,0.9185184999999999,0.17715947958587733,1.0,1.0,1.0,0.333333,1.0,identity,1.0,0.17715947958587733,0,0
aime/aime_i-4,19,7,0.2692307692307692,0.9131578947368422,0.1890712099651164,1.0,1.0,1.0,0.4,1.0,identity,1.0,0.1890712099651164,0,0
aime/aime_i-5,18,8,0.3076923076923077,0.8833333333333333,0.2217355782608345,1.0,0.8500000000000001,1.0,0.2,1.0,identity,1.0,0.1499999999999999,0,0
aime/aime_i-6,18,8,0.3076923076923077,0.9055555555555554,0.18994801108087508,1.0,1.0,1.0,0.4,1.0,identity,1.0,0.18994801108087508,0,0
aime/aime_i-7,19,7,0.2692307692307692,0.8210526315789475,0.2457142890631549,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_i-8,19,7,0.2692307692307692,0.8596491578947368,0.17289378532323285,1.0,0.666667,1.0,0.6,1.0,identity,1.0,0.333333,0,0
aime/aime_i-9,19,7,0.2692307692307692,0.7052631578947368,0.3586872031384599,0.8,0.45,1.0,0.0,1.0,identity,0.8,0.55,0,0
aime/aime_ii-1,18,8,0.3076923076923077,0.8861111111111111,0.20399179964152397,1.0,0.8500000000000001,1.0,0.4,1.0,identity,1.0,0.1499999999999999,0,0
aime/aime_ii-10,19,7,0.2692307692307692,0.878070210526316,0.20029598888659988,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_ii-11,19,7,0.2692307692307692,0.8350877368421052,0.27476170083141654,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_ii-12,19,7,0.2692307692307692,0.8157894736842104,0.25600813698979596,1.0,0.6,1.0,0.2,1.0,identity,1.0,0.4,0,0
aime/aime_ii-13,19,7,0.2692307692307692,0.5692982631578948,0.3726883241806952,0.6,0.325,1.0,0.0,1.0,identity,0.6,0.675,0,0
aime/aime_ii-14,19,7,0.2692307692307692,0.7131578947368421,0.39598049701547233,1.0,0.6,1.0,0.0,1.0,identity,1.0,0.4,0,0
aime/aime_ii-15,18,8,0.3076923076923077,0.6935185,0.3245671058612362,0.675,0.6,1.0,0.0,1.0,identity,0.675,0.4,0,0
aime/aime_ii-2,19,7,0.2692307692307692,0.9631578947368421,0.11792292896004251,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.11792292896004251,0,0
aime/aime_ii-3,20,6,0.23076923076923078,0.8633333499999999,0.2255610144112397,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aime/aime_ii-4,20,6,0.23076923076923078,0.96,0.1019803902718557,1.0,1.0,1.0,0.6,1.0,identity,1.0,0.1019803902718557,0,0
aime/aime_ii-5,19,7,0.2692307692307692,0.8105263157894737,0.24686398735912787,1.0,0.7,1.0,0.2,1.0,identity,1.0,0.30000000000000004,0,0
aime/aime_ii-6,19,7,0.2692307692307692,0.8973684210526316,0.2003113919366849,1.0,0.9,1.0,0.25,1.0,identity,1.0,0.09999999999999998,0,0
aime/aime_ii-7,20,6,0.23076923076923078,0.77,0.2776688675382964,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aime/aime_ii-8,19,7,0.2692307692307692,0.9052631578947368,0.2282050883018821,1.0,0.9,1.0,0.0,1.0,identity,1.0,0.09999999999999998,0,0
aime/aime_ii-9,19,7,0.2692307692307692,0.7710526315789474,0.2720854110644807,0.8,0.6,1.0,0.2,1.0,identity,0.8,0.4,0,0
algotune/algotune-aes-gcm-encryption,25,1,0.038461538461538464,0.020714976992992476,0.07061419888965303,0.0,0.0,0.0,0.0,0.2843333142035982,identity,0.0,0.07061419888965303,0,0
algotune/algotune-affine-transform-2d,26,0,0.0,0.0028702738879872575,0.010484241220676793,0.0,0.0,0.0,0.0,0.0502899185949051,identity,0.0,0.010484241220676793,0,0
algotune/algotune-aircraft-wing-design,25,1,0.038461538461538464,0.2767803527682552,0.31467382374153313,0.0149379115089562,0.0001599616095548,0.6094736610280634,0.0,0.8078655846436056,identity,0.0149379115089562,0.6093136994185087,0,0
algotune/algotune-articulation-points,26,0,0.0,0.4516720437503704,0.22440428244468036,0.5389105438716275,0.46055095707438504,0.5876171836907038,0.0,0.6841760343439683,identity,0.5389105438716275,0.12706622661631878,0,0
algotune/algotune-base64-encoding,25,1,0.038461538461538464,0.04789119338524287,0.14850581813741867,0.0,0.0,0.0,0.0,0.5840277590767514,identity,0.0,0.14850581813741867,0,0
algotune/algotune-battery-scheduling,25,1,0.038461538461538464,0.6913348919057857,0.2081171139483893,0.7546674242812091,0.727993513075505,0.767683711117988,0.0,0.8332814091277343,identity,0.7546674242812091,0.03969019804248308,0,0
algotune/algotune-btsp,25,1,0.038461538461538464,0.177776171880977,0.23725864777370348,0.0,0.0,0.3976855536969584,0.0,0.7411606465299573,identity,0.0,0.3976855536969584,0,0
algotune/algotune-capacitated-facility-location,25,1,0.038461538461538464,0.519758204587828,0.16592432765737922,0.5584959949298787,0.4750564841978555,0.6273286507971161,0.0,0.8078462602415514,identity,0.5584959949298787,0.15227216659926057,0,0
algotune/algotune-chacha-encryption,25,1,0.038461538461538464,0.01470447127382294,0.04185061587981262,0.0,0.0,0.0,0.0,0.1736212210372118,identity,0.0,0.04185061587981262,0,0
algotune/algotune-channel-capacity,25,1,0.038461538461538464,0.11785597380648694,0.13497554070637993,0.1128431320419408,0.0,0.1941670814131528,0.0,0.6182049134381737,identity,0.1128431320419408,0.1941670814131528,0,0
algotune/algotune-chebyshev-center,26,0,0.0,0.5579752188117097,0.17934050349523614,0.6198136036860027,0.5955680407358573,0.6316362023295666,0.0,0.756465391088903,identity,0.6198136036860027,0.03606816159370929,0,0
algotune/algotune-cholesky-factorization,25,1,0.038461538461538464,0.28893905286382143,0.20173808587389164,0.3521989544147062,0.0087828072406455,0.4437966262595129,0.0,0.6103800182968679,identity,0.3521989544147062,0.4350138190188674,0,0
algotune/algotune-clustering-outliers,25,1,0.038461538461538464,0.07520569828158485,0.21748684526025644,0.0,0.0,0.000249906286444,0.0,0.8723071508754803,identity,0.0,0.000249906286444,0,0
algotune/algotune-communicability,25,1,0.038461538461538464,0.7934357855774725,0.16240730050395125,0.8250490825990963,0.8229201022687547,0.8299337209109369,0.0,0.8489285914648412,identity,0.8250490825990963,0.0070136186421821956,0,0
algotune/algotune-convex-hull,24,2,0.07692307692307693,0.07372177673551365,0.17152401023061947,0.0,0.0,0.000644223126317625,0.0,0.5961142412579207,identity,0.0,0.000644223126317625,0,0
algotune/algotune-convolve-1d,26,0,0.0,0.0006554184365009731,0.0014036568944408427,0.0,0.0,0.0,0.0,0.0044945012246131,identity,0.0,0.0014036568944408427,0,0
algotune/algotune-convolve2d-full-fill,25,1,0.038461538461538464,0.7812836839161384,0.16010591343547861,0.8169482195011516,0.8118750381177945,0.8184369567350431,0.0,0.8377076415478971,identity,0.8169482195011516,0.006561918617248641,0,0
algotune/algotune-correlate-1d,25,1,0.038461538461538464,0.13957498192041373,0.19656307558527084,0.0,0.0,0.2854457475776732,0.0,0.5227276934056301,identity,0.0,0.2854457475776732,0,0
algotune/algotune-correlate2d-full-fill,25,1,0.038461538461538464,0.7721859724779615,0.1597275644108345,0.8124354097784292,0.7972532687111126,0.8166362853893446,0.0,0.8301646232492018,identity,0.8124354097784292,0.019383016678232057,0,0
algotune/algotune-count-connected-components,25,1,0.038461538461538464,0.49872572903364554,0.18867137520740104,0.5253342831261929,0.4814789281484091,0.590291359166825,0.0,0.7957337106436898,identity,0.5253342831261929,0.10881243101841587,0,0
algotune/algotune-count-riemann-zeta-zeros,26,0,0.0,0.4474623220046348,0.39542841945555296,0.46573772060473595,0.0001399706064012,0.868121825242645,0.0,0.9112499212970908,identity,0.46573772060473595,0.8679818546362438,0,0
algotune/algotune-cumulative-simpson-1d,25,1,0.038461538461538464,0.14122014264561342,0.2193135312253254,0.0205473556090834,0.0,0.1476891212645711,0.0,0.6205219091379824,identity,0.0205473556090834,0.1476891212645711,0,0
algotune/algotune-cumulative-simpson-multid,25,1,0.038461538461538464,0.265920903135461,0.27539126496223,0.1949415656739403,0.0,0.5180157655398403,0.0,0.8008175676967513,identity,0.1949415656739403,0.5180157655398403,0,0
algotune/algotune-cvar-projection,25,1,0.038461538461538464,0.23950496803920854,0.23000379245769692,0.2499385568540984,0.0,0.4305421594104469,0.0,0.6662245214967926,identity,0.2499385568540984,0.4305421594104469,0,0
algotune/algotune-cyclic-independent-set,25,1,0.038461538461538464,0.1441629801863656,0.3303266699511998,0.0,0.0,0.0,0.0,0.9079082201838428,identity,0.0,0.3303266699511998,0,0
algotune/algotune-dct-type-i-scipy-fftpack,25,1,0.038461538461538464,0.41186264686305063,0.3046909285676395,0.6057755972859193,0.0,0.6710358974830596,0.0,0.7242994655928717,identity,0.6057755972859193,0.6710358974830596,0,0
algotune/algotune-delaunay,25,1,0.038461538461538464,0.28552798116664635,0.15010676886181987,0.3607418702967485,0.2469107499995514,0.385588407315062,0.0,0.4192919985596951,identity,0.3607418702967485,0.1386776573155106,0,0
algotune/algotune-dijkstra-from-indices,16,10,0.38461538461538464,0.02019101165131447,0.07819945186862085,0.0,0.0,0.0,0.0,0.3230561864210315,identity,0.0,0.07819945186862085,0,0
algotune/algotune-discrete-log,25,1,0.038461538461538464,0.14681368158750419,0.26862453242290374,0.0443483277814456,0.0,0.1013745596039375,0.0,0.9070153915637088,identity,0.0443483277814456,0.1013745596039375,0,0
algotune/algotune-dst-type-ii-scipy-fftpack,25,1,0.038461538461538464,0.35731037255071985,0.3094127999063657,0.5234386209841589,0.0,0.6756403689728415,0.0,0.7295653256173427,identity,0.5234386209841589,0.6756403689728415,0,0
algotune/algotune-dynamic-assortment-planning,25,1,0.038461538461538464,0.6755047468036385,0.2556472426164809,0.7742904472452323,0.7142625178461458,0.8064270383578651,0.0,0.8429750367061262,identity,0.7742904472452323,0.0921645205117193,0,0
algotune/algotune-earth-movers-distance,25,1,0.038461538461538464,0.0001639855713255,0.0008033619498525029,0.0,0.0,0.0,0.0,0.0040996392831375,identity,0.0,0.0008033619498525029,0,0
algotune/algotune-edge-expansion,25,1,0.038461538461538464,0.3025223394145642,0.3480312417652621,0.0,0.0,0.7182112278846206,0.0,0.7661473563394905,identity,0.0,0.7182112278846206,0,0
algotune/algotune-eigenvalues-complex,17,9,0.34615384615384615,0.2142792934873072,0.24326513634597235,0.2299089951399182,0.0,0.2971835009426417,0.0,0.7314721740217857,identity,0.2299089951399182,0.2971835009426417,0,0
algotune/algotune-eigenvalues-real,17,9,0.34615384615384615,0.25973034597747274,0.27299914022588034,0.2297034371024766,0.0,0.4905614495751595,0.0,0.7294627512250165,identity,0.2297034371024766,0.4905614495751595,0,0
algotune/algotune-eigenvectors-complex,13,13,0.5,0.023531313708684647,0.08151486182456767,0.0,0.0,0.0,0.0,0.3059070782129004,identity,0.0,0.08151486182456767,0,0
algotune/algotune-eigenvectors-real,15,11,0.4230769230769231,0.15696901491272797,0.262016007707071,0.0,0.0,0.2312439696901151,0.0,0.6726576299120925,identity,0.0,0.2312439696901151,0,0
algotune/algotune-elementwise-integration,25,1,0.038461538461538464,0.10016118169741331,0.19374337845278986,0.0,0.0,0.0006992657994538,0.0,0.628526928795684,identity,0.0,0.0006992657994538,0,0
algotune/algotune-feedback-controller-design,25,1,0.038461538461538464,0.5906458308790339,0.3391664142135846,0.7924013784228597,0.4089472613139789,0.8089602848685715,0.0,0.8615031259626379,identity,0.7924013784228597,0.4000130235545926,0,0
algotune/algotune-fft-cmplx-scipy-fftpack,25,1,0.038461538461538464,0.4341895771986907,0.29941920934861577,0.5588409232457077,0.0243762070022386,0.6876254584680913,0.0,0.745345803306266,identity,0.5588409232457077,0.6632492514658527,0,0
algotune/algotune-fft-convolution,25,1,0.038461538461538464,0.006407574194947363,0.028356433188339997,0.0,0.0,0.0,0.0,0.1450495164481579,identity,0.0,0.028356433188339997,0,0
algotune/algotune-fft-real-scipy-fftpack,25,1,0.038461538461538464,0.1624957859090152,0.16544512134723618,0.1291207550696015,0.0,0.2537521172573551,0.0,0.553067687247064,identity,0.1291207550696015,0.2537521172573551,0,0
algotune/algotune-firls,25,1,0.038461538461538464,0.15038373561796115,0.3237190812611779,0.0014767219466301,0.0,0.0300993559457309,0.0,0.9032216913694516,identity,0.0014767219466301,0.0300993559457309,0,0
algotune/algotune-generalized-eigenvalues-complex,3,23,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
algotune/algotune-generalized-eigenvalues-real,8,18,0.6923076923076923,0.20324492633074054,0.26885583322247547,0.00029973025176255,0.0,0.46741263139802247,0.0,0.6779766737180118,identity,0.00029973025176255,0.46741263139802247,0,0
algotune/algotune-generalized-eigenvectors-complex,25,1,0.038461538461538464,0.2866906338794837,0.20874631543213912,0.3598658347277236,0.0135971246583216,0.4974278904900173,0.0,0.5183610341088807,identity,0.3598658347277236,0.4838307658316957,0,0
algotune/algotune-generalized-eigenvectors-real,12,14,0.5384615384615384,0.3602135178291604,0.3443643267596828,0.3088822949391238,0.0,0.7358858389116696,0.0,0.7583996055528407,identity,0.3088822949391238,0.7358858389116696,0,0
algotune/algotune-graph-coloring-assign,24,2,0.07692307692307693,0.2605695800680852,0.2605767594064356,0.21634812668435516,0.03300456159871273,0.38866653271726825,0.0,0.8421077799440508,identity,0.21634812668435516,0.3556619711185555,0,0
algotune/algotune-graph-global-efficiency,24,2,0.07692307692307693,0.2970626500134976,0.2686516878227882,0.29071884002752374,0.0,0.5258643534911449,0.0,0.8327791139597532,identity,0.29071884002752374,0.5258643534911449,0,0
algotune/algotune-graph-isomorphism,24,2,0.07692307692307693,0.6500913566032126,0.25630736970275214,0.7487897842675937,0.7255662290063455,0.7756383752237075,0.0,0.8052757540178459,identity,0.7487897842675937,0.050072146217362,0,0
algotune/algotune-graph-laplacian,26,0,0.0,0.10005134177535663,0.10474921834528624,0.06701809799698061,0.0,0.18160196815596474,0.0,0.3236920825945627,identity,0.06701809799698061,0.18160196815596474,0,0
algotune/algotune-group-lasso,24,2,0.07692307692307693,0.0038167359384659086,0.016496258102471864,0.0,0.0,0.000534565521341875,0.0,0.0828192548853089,identity,0.0,0.000534565521341875,0,0
algotune/algotune-gzip-compression,24,2,0.07692307692307693,0.08521365343123082,0.21475554315369363,2.9998500083969508e-05,0.0,0.00016995621183127498,0.0,0.9124519990302516,identity,2.9998500083969508e-05,0.00016995621183127498,0,0
algotune/algotune-integer-factorization,24,2,0.07692307692307693,0.24060968178256328,0.31790603011536067,0.00139629384568575,0.0,0.6549262139125098,0.0,0.8230817392592213,identity,0.00139629384568575,0.6549262139125098,0,0
algotune/algotune-job-shop-scheduling,24,2,0.07692307692307693,0.3074890917103619,0.22280810321979716,0.3447434481029338,0.19922586352042793,0.3768777138099296,0.0,0.8765316847367988,identity,0.3447434481029338,0.1776518502895017,0,0
algotune/algotune-kalman-filter,24,2,0.07692307692307693,0.46013344604990697,0.2814260963984846,0.579532063228044,0.23627513622194515,0.6978663961741688,0.0,0.7896732127316707,identity,0.579532063228044,0.4615912599522236,0,0
algotune/algotune-kcenters,24,2,0.07692307692307693,0.24149679548111117,0.2293511409014566,0.21240150992789142,0.015797715622575075,0.38263168355894,0.0,0.7373232154393642,identity,0.21240150992789142,0.3668339679363649,0,0
algotune/algotune-kd-tree,24,2,0.07692307692307693,0.04571349373344997,0.12345620869404983,0.00909792492794195,0.0,0.020284211883708277,0.0,0.571284773961853,identity,0.00909792492794195,0.020284211883708277,0,0
algotune/algotune-kernel-density-estimation,24,2,0.07692307692307693,0.0006377497039021417,0.001450033273863062,0.0,0.0,0.00025240437508145,0.0,0.0063391655791639,identity,0.0,0.00025240437508145,0,0
algotune/algotune-kmeans,24,2,0.07692307692307693,0.12154425015166377,0.20693736068535748,0.0028061829768807,0.0,0.14595915461925704,0.0,0.6091645851057242,identity,0.0028061829768807,0.14595915461925704,0,0
algotune/algotune-ks-test-2samp,24,2,0.07692307692307693,0.046568565410300716,0.11322615168743906,0.0001998800746197,0.0,0.014031360010826926,0.0,0.4502433283334361,identity,0.0001998800746197,0.014031360010826926,0,0
algotune/algotune-l0-pruning,24,2,0.07692307692307693,0.41546250832402926,0.13953702695626466,0.46752419548165874,0.42069959539775914,0.48113409093261444,0.0,0.574691954466926,identity,0.46752419548165874,0.060434495534855304,0,0
algotune/algotune-l1-pruning,24,2,0.07692307692307693,0.1940941655407252,0.1626206859251033,0.2332131997325244,0.0,0.3410689542193661,0.0,0.4454752360052371,identity,0.2332131997325244,0.3410689542193661,0,0
algotune/algotune-lasso,23,3,0.11538461538461539,0.059730135305550866,0.17715952539202506,0.0,0.0,0.03434614538869295,0.0,0.8604557604370962,identity,0.0,0.03434614538869295,0,0
algotune/algotune-least-squares,24,2,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
algotune/algotune-linear-system-solver,20,6,0.23076923076923078,0.08321787563479237,0.09370620521390843,0.05709153739079155,0.028681124240484926,0.0931462740373514,0.0,0.4175177332614209,identity,0.05709153739079155,0.06446514979686647,0,0
algotune/algotune-lp-box,26,0,0.0,0.7053510394288425,0.14268642306913704,0.7329031046197375,0.7232787697145817,0.7367487959196639,0.0,0.7844551689571451,identity,0.7329031046197375,0.013470026205082197,0,0
algotune/algotune-lp-centering,26,0,0.0,0.025450534628477857,0.05148742813223773,0.00027988005433205,0.0,0.028785847521548728,0.0,0.1994184322045386,identity,0.00027988005433205,0.028785847521548728,0,0
algotune/algotune-lp-mdp,24,2,0.07692307692307693,0.7640654122006153,0.17352216238773513,0.8195396199999578,0.760204837242004,0.8465137322368818,0.0,0.8686072246454586,identity,0.8195396199999578,0.0863088949948777,0,0
algotune/algotune-lqr,24,2,0.07692307692307693,0.05874725626784827,0.18120453239012888,0.0,0.0,0.002887397266742625,0.0,0.7250603061124035,identity,0.0,0.002887397266742625,0,0
algotune/algotune-lti-simulation,24,2,0.07692307692307693,0.2272115448143357,0.3514367163801203,0.0004910379146102,0.0,0.7468716540705594,0.0,0.8185965655643094,identity,0.0004910379146102,0.7468716540705594,0,0
algotune/algotune-lu-factorization,23,3,0.11538461538461539,0.055780111342233304,0.11245820812028536,0.0,0.0,0.0,0.0,0.4084217292154054,identity,0.0,0.11245820812028536,0,0
algotune/algotune-lyapunov-stability,26,0,0.0,0.7651543381464195,0.18487040705461918,0.827727916977685,0.8066011673710739,0.8301648377215829,0.0,0.8424258280650707,identity,0.827727916977685,0.02356367035050899,0,0
algotune/algotune-markowitz,26,0,0.0,0.2810227376188321,0.2776616535700279,0.12891422515663675,0.0,0.561742356896225,0.0,0.7328420872612587,identity,0.12891422515663675,0.561742356896225,0,0
algotune/algotune-matrix-completion,24,2,0.07692307692307693,0.20604318319204615,0.3206487972914451,0.00066932600525425,0.0,0.664714673940687,0.0,0.7234865866812269,identity,0.00066932600525425,0.664714673940687,0,0
algotune/algotune-matrix-exponential,24,2,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
algotune/algotune-matrix-exponential-sparse,24,2,0.07692307692307693,0.0004878119638205464,0.0012945398637464454,0.00010847721382812463,0.0,0.00044220646458767497,0.0,0.0065353239382759,identity,0.00010847721382812463,0.00044220646458767497,0,0
algotune/algotune-matrix-multiplication,24,2,0.07692307692307693,0.0009863170969219251,0.00372665697643649,0.0,0.0,0.0,0.0,0.0180199170451726,identity,0.0,0.00372665697643649,0,0
algotune/algotune-matrix-sqrt,23,3,0.11538461538461539,0.001084032134296187,0.005084561406857864,0.0,0.0,0.0,0.0,0.0249327390888123,identity,0.0,0.005084561406857864,0,0
algotune/algotune-max-clique-cpsat,24,2,0.07692307692307693,0.5854131277192697,0.2719925234370801,0.6987353862706578,0.5551148872411419,0.7308345937476115,0.0,0.8833439711319325,identity,0.6987353862706578,0.17571970650646962,0,0
algotune/algotune-max-common-subgraph,24,2,0.07692307692307693,0.6061768413211747,0.28982259476677313,0.7045487521616501,0.4568971449302622,0.8385757725389691,0.0,0.8848455608789344,identity,0.7045487521616501,0.3816786276087069,0,0
algotune/algotune-max-flow-min-cost,24,2,0.07692307692307693,0.5544439422415269,0.19232116748805028,0.5788443498003588,0.4941399754375705,0.6794534921395204,0.0,0.8175574951599742,identity,0.5788443498003588,0.18531351670194995,0,0
algotune/algotune-max-independent-set-cpsat,26,0,0.0,0.34906283950560985,0.27375449866823237,0.3722151503649471,0.004301172743754275,0.5501182368849449,0.0,0.8475356473955875,identity,0.3722151503649471,0.5458170641411906,0,0
algotune/algotune-max-weighted-independent-set,24,2,0.07692307692307693,0.29467113925224914,0.21517758196714398,0.31361100712933343,0.025078405059094575,0.4556233094387003,0.0,0.7266944855021633,identity,0.31361100712933343,0.4305449043796057,0,0
algotune/algotune-min-dominating-set,23,3,0.11538461538461539,0.2748773817920872,0.22520250162024358,0.3178843147548958,0.01097670912907365,0.49176547599119,0.0,0.586377287259063,identity,0.3178843147548958,0.48078876686211636,0,0
algotune/algotune-min-weight-assignment,22,4,0.15384615384615385,0.07640800410217083,0.07306465552476323,0.0570299305487059,0.0,0.150133345529373,0.0,0.198763071478607,identity,0.0570299305487059,0.150133345529373,0,0
algotune/algotune-minimum-spanning-tree,23,3,0.11538461538461539,0.4896690586703932,0.23487823362549956,0.5798895813379831,0.49485281716311236,0.6521298501972567,0.0,0.7075889623712732,identity,0.5798895813379831,0.1572770330341443,0,0
algotune/algotune-minimum-volume-ellipsoid,21,5,0.19230769230769232,0.1452531016377175,0.2007142070471532,0.0027139085757846,0.0,0.289308591964566,0.0,0.6874905474503907,identity,0.0027139085757846,0.289308591964566,0,0
